x,y,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
-63.6,50.28333333333333,5693,HAVRE-SAINT-PIERRE A,QC,QUEBEC,QUÉBEC,CAN,501700000,-633600000,EST,37.80,7043018,YGV,71313,Aviation-Staffed,E,1,6,,,,,1983-12-01 00:00:00,2008-07-24 09:00:00,1983-12-05 05:00:00,2008-07-24 09:00:00,1983-12-01 00:00:00,2008-07-24 00:00:00,1984-01-01 00:00:00,1994-12-01 00:00:00,Y,N,Y
-61.81666666666667,50.18333333333333,5715,NATASHQUAN A,QC,QUEBEC,QUÉBEC,CAN,501100000,-614900000,AST,10.70,7045400,YNA,,Climate-Staffed,A,1,1,,,,,1914-01-01 00:00:00,2008-07-24 10:00:00,1957-01-01 02:00:00,2008-07-24 10:00:00,1914-10-01 00:00:00,2008-07-24 00:00:00,1914-01-01 00:00:00,2003-03-01 00:00:00,Y,Y,Y
-66.26666666666667,50.21666666666667,5742,SEPT-ILES A,QC,QUEBEC,QUÉBEC,CAN,501300000,-661600000,EST,54.90,7047910,YZV,,Aviation-Staffed,A,1,1,,,,,1944-01-01 00:00:00,2014-04-03 13:00:00,1953-01-01 00:00:00,2014-04-03 13:00:00,1944-09-01 00:00:00,2002-06-18 00:00:00,1944-01-01 00:00:00,2001-12-01 00:00:00,Y,Y,Y
-61.78333333333333,47.416666666666664,5748,ILES DE LA MADELEINE A,QC,QUEBEC,QUÉBEC,CAN,472500000,-614700000,AST,10.70,705C2G9,YGR,71709,Aviation-Staffed,E,1,6,,,,,1978-09-01 06:00:00,2013-03-14 14:00:00,1978-09-01 06:00:00,2013-03-14 14:00:00,1983-05-01 00:00:00,2013-03-13 00:00:00,1983-01-01 00:00:00,2002-11-01 00:00:00,Y,N,Y
-64.47805555555556,48.776944444444446,5794,GASPE A,QC,QUEBEC,QUÉBEC,CAN,484637000,-642841000,EST,34.10,7052605,YGP,71188,Aviation-Staffed,C,1,4,,,,,1965-02-24 14:00:00,2013-03-14 13:00:00,1965-02-24 14:00:00,2013-03-14 13:00:00,1968-05-01 00:00:00,2013-03-13 00:00:00,1968-01-01 00:00:00,2013-03-01 00:00:00,Y,Y,Y
-61.86666666666667,47.38333333333333,5798,GRINDSTONE ISLAND,QC,QUEBEC,QUÉBEC,CAN,472300000,-615200000,EST,59.70,7052960,,,N/A,E,1,6,,,,,1871-01-01 00:00:00,1983-12-01 00:00:00,1953-01-01 01:00:00,1983-02-26 02:00:00,1871-08-01 00:00:00,1983-02-28 00:00:00,1871-01-01 00:00:00,1983-12-01 00:00:00,Y,N,Y
-68.21666666666667,48.6,5814,MONT-JOLI A,QC,QUEBEC,QUÉBEC,CAN,483600000,-681300000,EST,52.40,7055120,YYY,71718,Aviation-Staffed,A,1,1,,,,,1943-01-01 00:00:00,2013-03-14 13:00:00,1953-01-01 00:00:00,2013-03-14 13:00:00,1943-01-01 00:00:00,2013-03-13 00:00:00,1943-01-01 00:00:00,2005-12-01 00:00:00,Y,Y,Y
-69.55,47.8,5839,RIVIERE DU LOUP,QC,QUEBEC,QUÉBEC,CAN,474800000,-693300000,EST,148.40,7056615,,,N/A,F,1,7,,,,,1965-01-01 00:00:00,1980-12-01 00:00:00,1965-06-01 19:00:00,1980-04-30 23:00:00,1965-06-01 00:00:00,1980-04-30 00:00:00,1965-01-01 00:00:00,1980-12-01 00:00:00,Y,N,Y
-71.0,48.333333333333336,5889,BAGOTVILLE A,QC,QUEBEC,QUÉBEC,CAN,482000000,-710000000,EST,159.10,7060400,YBG,71727,N/A,A,1,1,DND,MDN,Department of National Defence,Ministère de la Défense nationale,1942-01-01 00:00:00,2024-11-26 12:30:01,1953-01-01 00:00:00,2024-11-26 12:30:01,1942-09-01 00:00:00,2024-11-26 00:00:00,1942-01-01 00:00:00,2017-12-01 00:00:00,Y,Y,Y
-71.14250027777778,48.425003333333336,5911,JONQUIERE,QC,QUEBEC,QUÉBEC,CAN,482530012,-710833001,EST,135.60,7063370,WJO,71617,Climate-Auto,G,1,8,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1963-01-01 00:00:00,2024-11-26 12:30:01,1994-02-01 02:00:00,2024-11-26 12:30:01,1963-01-01 00:00:00,2024-11-26 00:00:00,1963-01-01 00:00:00,1975-12-01 00:00:00,Y,N,Y
-72.26666666666667,48.516666666666666,5934,ROBERVAL A,QC,QUEBEC,QUÉBEC,CAN,483100000,-721600000,EST,178.60,7066685,YRJ,71728,Aviation-Staffed,A,1,1,,,,,1957-01-01 00:00:00,2014-03-06 13:00:00,1958-01-01 00:00:00,2014-03-06 13:00:00,1957-10-01 00:00:00,2014-03-05 00:00:00,1957-01-01 00:00:00,2005-12-01 00:00:00,Y,Y,Y
-74.62416861111112,47.922224444444446,5966,PARENT,QC,QUEBEC,QUÉBEC,CAN,475520008,-743727007,EST,444.70,7075800,WPK,71726,Climate-Auto,F,1,7,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1943-01-01 00:00:00,2024-11-26 12:30:01,1953-01-01 07:00:00,2024-11-26 12:30:01,1943-07-01 00:00:00,2024-11-26 00:00:00,1943-01-01 00:00:00,1978-12-01 00:00:00,Y,N,Y
-78.83333333333333,48.21666666666667,6001,ROUYN A,QC,QUEBEC,QUÉBEC,CAN,481300000,-785000000,EST,301.10,7086720,YUY,,Aviation-Staffed,,1,9,,,,,1950-01-01 00:00:00,2012-12-06 13:00:00,1954-01-02 07:00:00,2012-12-06 13:00:00,1950-06-01 00:00:00,1955-04-30 00:00:00,1950-01-01 00:00:00,1961-12-01 00:00:00,Y,N,Y
-73.67916666666666,53.757222222222225,6038,LA GRANDE IV A,QC,QUEBEC,QUÉBEC,CAN,534526000,-734045000,EST,306.30,7093GJ3,YAH,,Aviation-Staffed,F,1,7,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1985-12-01 00:00:00,2018-05-06 00:00:00,1985-12-05 02:00:00,2005-10-04 16:00:00,1985-12-01 00:00:00,2018-05-06 00:00:00,1986-01-01 00:00:00,1995-11-01 00:00:00,Y,N,Y
-77.7,53.63333333333333,6047,LA GRANDE RIVIERE A,QC,QUEBEC,QUÉBEC,CAN,533800000,-774200000,EST,195.10,7093715,YGL,71827,Aviation-Staffed,C,1,4,,,,,1976-01-01 00:00:00,2012-11-15 00:00:00,1976-10-01 00:00:00,2012-11-08 13:00:00,1976-10-01 00:00:00,2012-11-15 00:00:00,1976-01-01 00:00:00,2005-12-01 00:00:00,Y,Y,Y
-77.81666666666666,49.766666666666666,6053,MATAGAMI A,QC,QUEBEC,QUÉBEC,CAN,494600000,-774900000,EST,281.30,7094639,,,N/A,D,1,5,,,,,1973-01-01 00:00:00,1991-11-01 00:00:00,1973-02-26 07:00:00,1991-06-20 19:00:00,1973-10-01 00:00:00,1991-06-30 00:00:00,1973-01-01 00:00:00,1991-11-01 00:00:00,Y,N,Y
-70.9,53.2,6058,NITCHEQUON,QC,QUEBEC,QUÉBEC,CAN,531200000,-705400000,EST,536.10,7095480,,,N/A,E,1,6,,,,,1942-01-01 00:00:00,1985-12-01 00:00:00,1953-01-01 01:00:00,1985-11-30 23:00:00,1942-09-01 00:00:00,1985-11-30 00:00:00,1942-01-01 00:00:00,1985-12-01 00:00:00,Y,N,Y
-77.78666666666666,48.05638888888889,6081,VAL-D'OR A,QC,QUEBEC,QUÉBEC,CAN,480323000,-774712000,EST,337.40,7098600,YVO,71725,Aviation-Staffed,C,1,4,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1951-01-01 00:00:00,2024-04-05 00:00:00,1955-01-01 00:00:00,2012-12-06 13:00:00,1951-07-01 00:00:00,2024-04-05 00:00:00,1951-01-01 00:00:00,2005-12-01 00:00:00,Y,N,Y
-78.08333333333333,58.46666666666667,6082,INUKJUAK UA,QC,QUEBEC,QUÉBEC,CAN,582800000,-780500000,EST,24.40,7103282,WPH,71907,Aviation-Staffed,C,1,4,,,,,1921-11-01 00:00:00,1996-08-13 00:00:00,1953-01-01 01:00:00,1995-07-17 06:00:00,1921-11-01 00:00:00,1996-08-13 00:00:00,1922-01-01 00:00:00,1994-12-01 00:00:00,Y,N,Y
-77.75,55.28333333333333,6083,KUUJJUARAPIK A,QC,QUEBEC,QUÉBEC,CAN,551700000,-774500000,EST,12.20,7103536,YGW,,Aviation-Staffed,A,1,1,,,,,1925-10-01 00:00:00,2014-04-03 14:00:00,1957-02-01 00:00:00,2014-04-03 14:00:00,1925-10-01 00:00:00,2014-03-31 00:00:00,1926-01-01 00:00:00,2009-05-01 00:00:00,Y,Y,Y
-68.41666666666667,58.1,6095,KUUJJUAQ A,QC,QUEBEC,QUÉBEC,CAN,580600000,-682500000,EST,39.90,7113534,YVP,71906,Aviation-Staffed,A,1,1,,,,,1947-01-01 00:00:00,2014-03-06 13:00:00,1953-01-01 10:00:00,2014-03-06 13:00:00,1947-03-01 00:00:00,2014-03-04 00:00:00,1947-01-01 00:00:00,2005-12-01 00:00:00,Y,Y,Y
-69.63333333333334,61.05,6097,QUAQTAQ,QC,QUEBEC,QUÉBEC,CAN,610300000,-693800000,EST,30.40,7116270,,,N/A,E,1,6,,,,,1971-01-01 00:00:00,1989-03-28 14:00:00,1971-11-27 01:00:00,1989-03-28 14:00:00,1971-11-01 00:00:00,1988-05-31 00:00:00,1971-01-01 00:00:00,1987-12-01 00:00:00,Y,N,Y
-66.81666666666666,54.8,6098,SCHEFFERVILLE A,QC,QUEBEC,QUÉBEC,CAN,544800000,-664900000,EST,521.80,7117825,YKL,,N/A,C,1,4,,,,,1948-01-01 00:00:00,2010-01-21 14:00:00,1953-01-01 07:00:00,2010-01-21 14:00:00,1948-08-01 00:00:00,2010-01-20 00:00:00,1948-01-01 00:00:00,1993-12-01 00:00:00,Y,N,Y
-66.33333333333333,47.983333333333334,6137,CHARLO A,NB,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,CAN,475900000,-662000000,AST,40.20,8100880,,,N/A,A,1,1,,,,,1966-01-01 00:00:00,2003-03-20 00:00:00,1966-12-01 00:00:00,2003-03-20 00:00:00,1966-12-01 00:00:00,2003-03-19 00:00:00,1966-01-01 00:00:00,2002-10-01 00:00:00,Y,Y,Y
-65.46778888888889,47.00946944444444,6140,MIRAMICHI A,NB,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,CAN,470034090,-652804040,AST,32.90,8101000,,,Aviation-Staffed,A,1,1,,,,,1943-01-01 00:00:00,2005-08-31 21:00:00,1953-01-01 00:00:00,2005-08-31 21:00:00,1943-01-01 00:00:00,2005-08-31 00:00:00,1943-01-01 00:00:00,2005-08-01 00:00:00,Y,Y,Y
-66.52789166666666,45.87213055555556,6157,FREDERICTON A,NB,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,CAN,455219670,-663140410,AST,20.70,8101500,,,Aviation-Staffed,A,1,1,,,,,1951-01-01 00:00:00,2012-01-12 00:00:00,1953-01-01 00:00:00,2010-04-08 14:00:00,1951-04-01 00:00:00,2012-01-12 00:00:00,1951-01-01 00:00:00,2008-01-01 00:00:00,Y,Y,Y
-64.4941688888889,48.00888944444444,6205,MISCOU ISLAND (AUT),NB,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,CAN,480032002,-642939008,AST,4.00,8103050,WMI,71719,Climate-Auto,F,1,7,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1957-01-01 00:00:00,2024-11-26 12:30:01,1964-08-19 08:00:00,2024-11-26 12:30:01,1957-11-01 00:00:00,2024-11-26 00:00:00,1957-01-01 00:00:00,2007-07-01 00:00:00,Y,N,Y
-64.68380555555555,46.10530555555555,6207,MONCTON A,NB,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,CAN,460619100,-644101700,AST,70.70,8103200,YQM,71705,Aviation-Staffed,A,1,1,,,,,1939-01-01 00:00:00,2012-06-10 00:00:00,1953-01-01 00:00:00,2012-06-07 14:00:00,1939-12-01 00:00:00,2012-06-10 00:00:00,1939-01-01 00:00:00,2012-06-01 00:00:00,Y,Y,Y
-65.88556944444444,45.31805555555555,6250,SAINT JOHN A,NB,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,CAN,451905000,-655308050,AST,108.80,8104900,YSJ,71609,Aviation-Staffed,A,1,1,,,,,1946-11-01 00:00:00,2012-06-09 00:00:00,1953-01-01 00:00:00,2012-06-07 14:00:00,1946-11-01 00:00:00,2012-06-09 00:00:00,1947-01-01 00:00:00,2008-01-01 00:00:00,Y,Y,Y
-67.83194833333333,47.15779166666667,6256,ST LEONARD A,NB,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,CAN,470928050,-674955014,AST,242.20,8104928,YSL,71703,Aviation-Staffed,D,1,5,,,,,1985-01-01 00:00:00,2014-06-30 16:00:00,1985-04-01 00:00:00,2014-06-30 16:00:00,1985-04-01 00:00:00,2014-06-30 00:00:00,1985-01-01 00:00:00,2014-06-01 00:00:00,Y,Y,Y
-63.45,45.416666666666664,6335,DEBERT A,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,452500000,-632700000,AST,44.20,8201400,,,N/A,,1,9,,,,,1945-01-01 00:00:00,1960-12-01 00:00:00,1953-01-01 00:00:00,1960-09-30 23:00:00,1945-11-01 00:00:00,1960-09-30 00:00:00,1945-01-01 00:00:00,1960-12-01 00:00:00,Y,N,Y
-64.91666666666667,44.983333333333334,6354,GREENWOOD A,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,445900000,-645500000,AST,28.00,8202000,YZX,71397,N/A,A,1,1,DND,MDN,Department of National Defence,Ministère de la Défense nationale,1942-01-01 00:00:00,2024-11-26 12:30:01,1953-01-01 00:00:00,2024-11-26 12:30:01,1942-11-01 00:00:00,2024-11-26 00:00:00,1942-01-01 00:00:00,2017-12-01 00:00:00,Y,Y,Y
-63.50001388888889,44.88001666666667,6358,HALIFAX STANFIELD INT'L A,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,445248060,-633000050,AST,145.40,8202250,YHZ,71395,Aviation-Staffed,A,1,1,,,,,1953-01-01 00:00:00,2012-09-13 14:00:00,1961-01-01 00:00:00,2012-09-13 14:00:00,1953-01-01 00:00:00,2012-09-13 00:00:00,1953-01-01 00:00:00,2012-09-01 00:00:00,Y,Y,Y
-60.00944444444445,43.93222222222222,6454,SABLE ISLAND,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,435556000,-600034000,AST,5.00,8204700,ESA,71600,Aviation-Auto,C,1,4,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1891-01-01 00:00:00,2017-10-23 00:00:00,1953-01-01 01:00:00,2016-11-08 13:00:00,1891-02-01 00:00:00,2017-10-23 00:00:00,1891-01-01 00:00:00,2007-12-01 00:00:00,Y,N,Y
-63.5,44.63333333333333,6465,SHEARWATER A,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,443800000,-633000000,AST,44.00,8205090,YAW,71601,N/A,A,1,1,DND,MDN,Department of National Defence,Ministère de la Défense nationale,1944-01-01 00:00:00,2024-11-26 12:30:01,1953-01-01 00:00:00,2024-11-26 12:30:01,1944-02-01 00:00:00,2007-12-12 00:00:00,1944-01-01 00:00:00,2007-03-01 00:00:00,Y,Y,Y
-60.048138888888886,46.166666666666664,6486,SYDNEY A,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,461000000,-600253300,AST,61.90,8205700,YQY,71707,Aviation-Staffed,A,1,1,,,,,1941-01-01 00:00:00,2014-08-07 14:00:00,1953-01-01 00:00:00,2014-08-07 14:00:00,1941-04-01 00:00:00,2014-08-06 00:00:00,1941-01-01 00:00:00,2014-06-01 00:00:00,Y,Y,Y
-63.266666666666666,45.36666666666667,6491,TRURO,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,452200000,-631600000,AST,39.90,8205990,,,Climate-Staffed,A,1,1,,,,,1960-01-01 00:00:00,2002-10-31 00:00:00,1960-10-01 00:00:00,1986-12-31 15:00:00,1960-10-01 00:00:00,2002-10-31 00:00:00,1960-01-01 00:00:00,2002-10-01 00:00:00,Y,Y,Y
-64.6641688888889,43.99001944444444,6501,WESTERN HEAD,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,435924070,-643951008,AST,10.10,8206240,WWE,71411,Climate-Auto,F,1,7,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1959-01-01 00:00:00,2024-11-26 12:30:01,1959-08-17 11:00:00,2024-11-26 12:30:01,1959-08-01 00:00:00,2024-11-26 00:00:00,1959-01-01 00:00:00,2007-07-01 00:00:00,Y,N,Y
-66.0886111111111,43.83083333333333,6516,YARMOUTH A,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,434951000,-660519000,AST,43.00,8206500,YQI,,Aviation-Staffed,A,1,1,,,,,1940-01-01 00:00:00,2012-04-12 14:00:00,1953-01-01 00:00:00,2012-04-12 14:00:00,1940-02-01 00:00:00,2012-04-11 00:00:00,1940-01-01 00:00:00,2012-04-01 00:00:00,Y,Y,Y
-63.12863055555555,46.28861666666667,6526,CHARLOTTETOWN A,PE,PRINCE EDWARD ISLAND,ÎLE DU PRINCE-ÉDOUARD,CAN,461719020,-630743070,AST,48.80,8300300,YYG,71706,Aviation-Staffed,A,1,1,,,,,1943-01-01 00:00:00,2012-09-13 14:00:00,1953-01-01 00:00:00,2012-09-13 14:00:00,1943-04-01 00:00:00,2012-09-12 00:00:00,1943-01-01 00:00:00,2012-09-01 00:00:00,Y,Y,Y
-63.83166666666666,46.43888888888889,6547,SUMMERSIDE A,PE,PRINCE EDWARD ISLAND,ÎLE DU PRINCE-ÉDOUARD,CAN,462620000,-634954000,AST,19.50,8300700,YSU,,Aviation-Staffed,A,1,1,,,,,1942-01-01 00:00:00,2002-06-30 00:00:00,1953-01-01 00:00:00,2001-12-03 14:00:00,1942-05-01 00:00:00,2002-06-30 00:00:00,1942-01-01 00:00:00,2002-06-01 00:00:00,Y,N,Y
-54.0,47.3,6556,ARGENTIA A,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,471800000,-540000000,NST,13.70,8400100,,,N/A,,1,9,,,,,1945-01-01 00:00:00,1970-12-01 00:00:00,1953-01-01 00:00:00,1970-05-25 14:30:00,1945-03-01 00:00:00,1970-05-31 00:00:00,1945-01-01 00:00:00,1970-12-01 00:00:00,Y,N,Y
-54.0,47.3,6557,ARGENTIA A,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,471800000,-540000000,NST,15.50,8400102,,,N/A,F,1,7,,,,,1976-01-01 00:00:00,1986-12-01 00:00:00,1976-05-01 02:30:00,1986-10-31 18:30:00,1976-05-01 00:00:00,1986-10-31 00:00:00,1976-01-01 00:00:00,1986-12-01 00:00:00,Y,N,Y
-56.06666666666667,48.96666666666667,6561,BADGER (AUT),NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,485800000,-560400000,NST,102.70,8400301,WDI,71400,Climate-Auto,G,1,9,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1973-01-01 00:00:00,2024-11-26 12:30:01,1986-12-31 20:30:00,2024-11-26 12:30:01,1973-01-01 00:00:00,2024-11-26 00:00:00,1973-01-01 00:00:00,2007-07-01 00:00:00,Y,N,Y
-53.11416666666667,48.66722222222222,6576,BONAVISTA,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,484002000,-530651000,NST,25.60,8400600,WVA,,Aviation-Auto,A,1,1,,,,,1956-01-01 00:00:00,2006-06-30 00:00:00,1959-11-17 08:30:00,2006-06-26 14:30:00,1956-12-01 00:00:00,2006-06-30 00:00:00,1956-01-01 00:00:00,2006-06-01 00:00:00,Y,N,Y
-57.61666666666667,47.61666666666667,6583,BURGEO,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,473700000,-573700000,NST,10.60,8400798,,,Climate-Auto,C,1,4,,,,,1966-01-01 00:00:00,1995-07-31 17:30:00,1966-11-07 00:30:00,1995-07-31 17:30:00,1966-11-01 00:00:00,1995-07-31 00:00:00,1966-01-01 00:00:00,1995-07-01 00:00:00,Y,N,Y
-57.61666666666667,47.61666666666667,6584,BURGEO 2,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,473700000,-573700000,NST,10.60,8400800,WBF,,Climate-Auto,,1,9,,,,,1939-01-01 00:00:00,2006-07-31 00:00:00,1994-02-01 19:30:00,2006-07-27 13:30:00,1939-01-01 00:00:00,2006-07-31 00:00:00,1939-01-01 00:00:00,2006-07-01 00:00:00,Y,N,Y
-53.076388888888886,46.66,6590,CAPE RACE (AUT),NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,463936000,-530435000,NST,26.50,8401000,WRA,71800,Climate-Auto,,1,9,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1920-01-01 00:00:00,2024-11-26 12:30:01,1953-01-01 01:00:00,2024-11-26 12:30:01,1920-10-01 00:00:00,2024-11-26 00:00:00,1920-01-01 00:00:00,2007-07-01 00:00:00,Y,N,Y
-54.88333333333333,49.266666666666666,6607,COMFORT COVE,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,491600000,-545300000,NST,99.40,8401259,,,Climate-Staffed,C,1,4,,,,,1967-01-01 00:00:00,1996-07-04 00:00:00,1967-01-19 20:30:00,1996-03-01 02:30:00,1967-01-01 00:00:00,1996-07-04 00:00:00,1967-01-01 00:00:00,1996-03-01 00:00:00,Y,N,Y
-57.58111111111111,50.23638888888889,6613,DANIELS HARBOUR,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,501411000,-573452000,NST,19.00,8401400,WDH,71185,Aviation-Auto,C,1,4,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1946-01-01 00:00:00,2018-05-26 17:30:00,1953-01-01 07:00:00,2018-05-26 17:30:00,1946-11-01 00:00:00,2018-05-26 00:00:00,1946-01-01 00:00:00,2007-12-01 00:00:00,Y,N,Y
-57.4,49.21666666666667,6615,DEER LAKE A,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,491300000,-572400000,NST,21.90,8401501,YDF,71809,Aviation-Staffed,A,1,1,,,,,1965-01-01 00:00:00,2012-03-20 09:30:00,1965-07-01 00:30:00,2012-03-20 09:30:00,1965-07-01 00:00:00,2012-03-19 00:00:00,1965-01-01 00:00:00,2008-01-01 00:00:00,Y,Y,Y
-54.57694444444444,48.94638888888889,6633,GANDER INT'L A,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,485647000,-543437000,NST,151.20,8401700,YQX,71803,Aviation-Staffed,A,1,1,,,,,1937-01-01 00:00:00,2012-03-20 09:30:00,1953-01-01 00:00:00,2012-03-20 09:30:00,1937-01-01 00:00:00,2012-03-19 00:00:00,1937-01-01 00:00:00,2012-03-01 00:00:00,Y,Y,Y
-55.666666666666664,49.916666666666664,6668,LA SCIE,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,495500000,-554000000,NST,194.00,8402520,WAG,71337,Climate-Auto,E,1,6,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1984-01-01 00:00:00,2024-11-26 12:30:01,1984-06-16 05:30:00,2024-11-26 12:30:01,1984-06-01 00:00:00,2024-11-26 00:00:00,1984-01-01 00:00:00,2007-07-01 00:00:00,Y,N,Y
-59.15472222222222,47.57388888888889,6693,PORT AUX BASQUES,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,473426000,-590917000,NST,39.70,8402975,WZB,71197,Aviation-Auto,A,1,1,DND,MDN,Department of National Defence,Ministère de la Défense nationale,1909-01-01 00:00:00,2017-09-14 08:30:00,1966-06-01 00:30:00,2017-09-14 08:30:00,1909-02-01 00:00:00,2017-09-14 00:00:00,1909-01-01 00:00:00,2007-12-01 00:00:00,Y,N,Y
-55.583333333333336,51.36666666666667,6710,ST ANTHONY,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,512200000,-553500000,NST,17.40,8403400,,,N/A,,1,9,,,,,1945-09-01 00:00:00,1965-12-31 23:30:00,1953-01-01 00:00:00,1965-12-31 23:30:00,1945-09-01 00:00:00,1965-12-31 00:00:00,1946-01-01 00:00:00,1965-12-01 00:00:00,Y,N,Y
-55.6,51.36666666666667,6711,ST ANTHONY,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,512200000,-553600000,NST,11.50,8403401,,,Climate-Staffed,C,1,4,,,,,1970-01-01 00:00:00,1996-07-01 02:30:00,1970-10-05 21:30:00,1996-07-01 02:30:00,1970-10-01 00:00:00,1996-06-30 00:00:00,1970-01-01 00:00:00,1996-04-01 00:00:00,Y,N,Y
-56.083333333333336,51.4,6712,ST ANTHONY A,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,512400000,-560500000,NST,28.00,8403402,,,N/A,,1,9,,,,,1966-01-01 00:00:00,1987-05-31 20:30:00,1966-01-01 00:30:00,1987-05-31 20:30:00,1966-01-01 00:00:00,1970-10-31 00:00:00,1966-01-01 00:00:00,1970-12-01 00:00:00,Y,N,Y
-52.742777777777775,47.62222222222222,6720,ST JOHN'S A,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,473720000,-524434000,NST,140.50,8403506,YYT,71801,Aviation-Staffed,A,1,1,,,,,1942-01-01 00:00:00,2012-03-20 08:30:00,1953-01-01 00:00:00,2012-03-20 08:30:00,1942-01-01 00:00:00,2012-03-19 00:00:00,1942-01-01 00:00:00,2012-03-01 00:00:00,Y,Y,Y
-55.38333333333333,46.916666666666664,6723,ST LAWRENCE,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,465500000,-552300000,NST,48.50,8403615,,,N/A,C,1,4,,,,,1966-01-01 00:00:00,1997-03-31 00:00:00,1966-02-05 08:30:00,1996-03-01 02:30:00,1966-02-01 00:00:00,1997-03-31 00:00:00,1966-01-01 00:00:00,1997-03-01 00:00:00,Y,N,Y
-58.55,48.53333333333333,6740,STEPHENVILLE A,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,483200000,-583300000,NST,24.70,8403800,YJT,71815,Aviation-Staffed,A,1,1,,,,,1942-01-01 00:00:00,2014-10-02 14:30:00,1953-01-01 00:00:00,2014-10-02 14:30:00,1942-02-01 00:00:00,2014-10-01 00:00:00,1942-01-01 00:00:00,2014-10-01 00:00:00,Y,Y,Y
